GO	obs	exp	oddsratio	p_val	pval_adj
identical protein binding	1736	1099.187153327392	1.5793488804385014	3.409918421418294e-64	3.4665230672138377e-60
positive regulation of glucose transport	114	11.830567095294521	9.636055404760965	1.251514386418662e-63	1.2721643737945697e-59
chaperone binding	362	124.94015194231362	2.8973872239817653	1.0627142019113303e-62	1.0801427148226762e-58
lyase activity	479	197.8800745812638	2.4206580728939846	2.0561973054533667e-60	2.089713321532257e-56
anion transport	100	9.258089691766733	10.80136435585956	8.812655865474741e-60	8.955420890495433e-56
phospholipid transport	283	87.2125389288814	3.244946236810925	3.006396139822987e-58	3.0547991176741375e-54
regulation of triglyceride biosynthetic process	118	15.205174474102881	7.760516013872449	2.0500570182597113e-57	2.0828579305518666e-53
azurophil granule lumen	211	52.94061596245196	3.985597752577178	1.5876819767948955e-56	1.6129261202259343e-52
biosynthetic process	230	62.114401808939284	3.7028449651252893	2.0051475286448676e-56	2.0368288595974567e-52
apical plasma membrane	1222	734.4244408280664	1.6638879809367322	2.403424931236839e-56	2.4411587026572575e-52
mitochondrial matrix	709	359.768412722534	1.9707121996471817	6.46233345090615e-56	6.563145852740285e-52
DNA topoisomerase binding	65	2.762335540264719	23.530812623064232	2.4047096725287894e-55	2.4419826724529855e-51
angiogenesis	917	510.17308676983254	1.797429193699725	2.729442525660479e-55	2.77147594055565e-51
steroid metabolic process	381	147.12354062510215	2.589660351981727	7.574923059978945e-55	7.690819382796623e-51
anion transmembrane transport	135	22.200336100218976	6.080989017038729	1.0755439180258839e-54	1.0918921855798774e-50
phagocytosis	186	43.22560455071204	4.303005173283021	2.2591892544329442e-54	2.2933030121748818e-50
hydrolase activity	3246	2395.1366810410873	1.3552462478212601	5.063965240101036e-53	5.139924718702552e-49
transporter activity	493	221.09581686058533	2.229802476592613	1.0474217230950235e-52	1.0630283067691394e-48
cellular protein metabolic process	792	427.62156089580947	1.852104927405594	1.4759716962554292e-52	1.4978160773600097e-48
secretory granule lumen	329	119.9817103648839	2.7420845977229154	1.8569377769308364e-52	1.8842347622517197e-48
citrate metabolic process	45	0.6183198662383202	72.77786540123161	1.4578340194483994e-51	1.479118396132346e-47
locomotory behavior	273	89.64248453336285	3.045430985331467	1.6859961941842465e-51	1.7104431389999181e-47
fatty acid biosynthetic process	295	102.23006965916815	2.8856480386203467	3.313969203359039e-51	3.3616903598874095e-47
endoplasmic reticulum lumen	1119	676.9835864654775	1.652920428754092	9.97737074740094e-51	1.0120047149088774e-46
calcium ion binding	1951	1337.6254209357312	1.4585548162169233	1.7866833392646846e-50	1.812054242682243e-46
titin binding	69	4.3611751933776635	15.8214235705951	2.817551287763211e-50	2.8572787609206723e-46
positive regulation of activation of membrane attack complex	127	22.025674140694292	5.765998315818029	2.1375384226781784e-49	2.167463960595673e-45
endopeptidase inhibitor activity	215	61.75150423821864	3.4816965619265727	4.742643160865074e-49	4.8085659008010985e-45
positive regulation of fast-twitch skeletal muscle fiber contraction	53	1.7817426271563757	29.74615928933962	5.450618050369118e-49	5.5258365794642124e-45
amyloid-beta clearance	126	22.28076612960265	5.655101771055978	3.069939771797045e-48	3.1119979466706645e-44
brush border	430	189.16921755994207	2.27309710082057	3.639750177217121e-48	3.6892507796272737e-44
basolateral plasma membrane	543	265.12310408061836	2.048105169419279	9.227201161206372e-48	9.351768376882658e-44
extracellular vesicle	313	118.38596560978034	2.6438944716783372	4.2318402608440685e-47	4.288546920339379e-43
receptor binding	872	503.7296537364567	1.7310872876589005	5.896435570681419e-47	5.974858163771482e-43
complement activation	190	52.003607091822936	3.653592714530675	3.1316853031699414e-46	3.173023549171785e-42
external side of plasma membrane	666	356.66107253639433	1.867319007548939	1.099874207679401e-45	1.1142825598000013e-41
calcium ion transport	360	149.31691242116995	2.41097940054217	1.1531002544378324e-45	1.1680905577455242e-41
aminopeptidase activity	170	43.47052927393837	3.9106954260600433	5.607196204120166e-45	5.679529035153316e-41
focal adhesion	875	514.4445085571186	1.7008637189152715	1.7353382917395978e-44	1.7575506218738646e-40
sphingolipid biosynthetic process	141	30.982258132986175	4.550991712572435	4.043752120335235e-44	4.0951077722634926e-40
organelle membrane	291	110.5644496428612	2.631949066268327	1.305330103130763e-43	1.3217772624302106e-39
vesicle	348	145.71494911963248	2.388224421052989	1.9691430384799328e-43	1.993757326460932e-39
cholesterol metabolic process	355	150.4733736054855	2.359221379130816	3.1000122572926365e-43	3.138452409283065e-39
negative regulation of potassium ion transmembrane transporter activity	48	1.7820889193563205	26.934682932284492	3.5420914707934153e-43	3.5856591958841744e-39
blood vessel endothelial cell migration	76	7.849043159609121	9.68270889260657	3.798224517290216e-43	3.844562856401157e-39
peptide catabolic process	149	35.47600648771665	4.200021782372555	7.413400776500383e-43	7.503102925896038e-39
high-density lipoprotein particle clearance	177	48.83324907922294	3.624579632472338	8.550635913321898e-43	8.653243544281761e-39
cholesterol homeostasis	243	83.9703413804105	2.893878910163507	9.62152173436206e-43	9.736017843000969e-39
high-density lipoprotein particle remodeling	111	19.677534151247094	5.6409506977257715	1.2418839446357282e-42	1.2565381751824298e-38
cholesterol efflux	159	40.4739336492891	3.9284543325526933	2.0753101293710607e-42	2.099591257884702e-38
positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter	80	9.265300322781776	8.634366638207483	2.5721148231983238e-42	2.6019513551474245e-38
endocytic vesicle membrane	247	86.97236017709909	2.8399827197634013	3.480839173942861e-42	3.5208688244432036e-38
fibrinogen complex	150	36.85496399293446	4.070008046372174	1.0442052001146845e-41	1.056109139395992e-37
maintenance of mitochondrion location	70	6.760189324217723	10.354739585359212	2.0365497861180822e-41	2.0595627987012164e-37
phospholipid binding	331	138.68385937937416	2.3867233107101447	2.2726689832346323e-41	2.29812287584686e-37
inflammatory response	869	524.5481938142902	1.6566637922838006	1.9715441093745606e-40	1.9934282489886183e-36
lipid biosynthetic process	115	22.617339136904974	5.0845945804629675	2.6053436234059037e-40	2.6340024032633685e-36
relaxation of skeletal muscle	37	0.6912801667785591	53.52388478382655	3.397846463327014e-40	3.4348829897772785e-36
isocitrate metabolic process	43	1.4914085169956877	28.831805310204174	1.1366497346284782e-39	1.1489255517624657e-35
mitochondrial inner membrane	620	341.01217048999973	1.8181169285222964	1.2916974703889931e-39	1.3055186333221554e-35
mammary gland development	172	50.114384518000115	3.4321483074030557	6.126291308803795e-39	6.191229996677115e-35
retinoid metabolic process	363	163.95460086570728	2.21402753008028	7.444989719067166e-39	7.523162111117371e-35
hydrolase activity	230	81.75975595750383	2.8131199427692377	7.523930774181554e-39	7.602179654233042e-35
ruffle assembly	58	4.544866620772131	12.761650635667353	1.4885865002087614e-38	1.5039189411609117e-34
positive regulation of endoplasmic reticulum calcium ion concentration	41	1.3460022303666255	30.460573597142094	1.593191422978344e-38	1.6094419754927232e-34
clathrin-coated pit	322	139.3148816316206	2.311310868076817	7.073829205678569e-38	7.145274880655922e-34
metalloaminopeptidase activity	154	42.334865093285885	3.637663652893598	1.1933444936808304e-37	1.2052779386176387e-33
chemotaxis	337	149.52478355439928	2.2538069742625275	1.3787738520645146e-37	1.3924237131999532e-33
apical part of cell	454	228.46810834861628	1.9871482426214506	1.6816264048085951e-37	1.6981063435757193e-33
steroid biosynthetic process	165	48.05669346194311	3.4334447111028608	1.8814785709138697e-37	1.8997289130517342e-33
regulation of intracellular pH	135	33.53295406300416	4.025890464238616	2.749930265938113e-37	2.7763295964911187e-33
regulation of ion transmembrane transport	297	125.29603654119832	2.3703862324674896	7.365038780862229e-37	7.43500664928042e-33
sarcolemma	365	170.38320395201129	2.14222993542722	2.1723618876548134e-36	2.1927820893987687e-32
vitamin D metabolic process	241	91.75424780606261	2.6265813928243666	2.3535835074050015e-36	2.375471834023868e-32
complement activation	208	72.95841430071818	2.85093915477207	4.6597314400526074e-36	4.702600969301091e-32
complement activation	239	91.21609699500445	2.6201515727327065	6.372306974512605e-36	6.43029496798067e-32
cholesterol import	84	13.298448198331963	6.316526465887667	9.167020687198613e-36	9.249523873383401e-32
calcium ion transmembrane transport	344	158.252319143762	2.173743815327586	1.5823900276055024e-35	1.5964732988511914e-31
phagocytosis	84	13.480216297850736	6.2313540186586485	2.143821580271585e-35	2.162687210177975e-31
mRNA 5'-UTR binding	74	10.140039447731755	7.297801984049796	3.3933446896685696e-35	3.422866788468686e-31
low-density lipoprotein particle binding	194	66.19954429389642	2.9305337683100445	3.4826988056271717e-35	3.512650015355565e-31
positive regulation of peptidase activity	106	22.407180656560012	4.7306263837778735	6.611766570122462e-35	6.667966585968503e-31
mitochondrial respiratory chain complex I	68	8.360544256157803	8.133441785194291	6.725604743003673e-35	6.782099822844904e-31
Golgi apparatus	2181	1630.4212759399109	1.3376910815535632	9.385819382284683e-35	9.463721683157645e-31
low-density lipoprotein receptor activity	259	105.24711979768335	2.460874943636234	9.783517815179498e-35	9.86374266126397e-31
flavin adenine dinucleotide binding	303	133.41403521733076	2.271125369279286	1.5315263343316354e-34	1.5439316976397215e-30
glucose transmembrane transport	128	32.7061203464833	3.913640586042884	2.271017759875711e-34	2.289185901954717e-30
inorganic anion transport	128	32.815159062606135	3.900636280805351	3.0406430576941635e-34	3.0646641378499473e-30
scavenger receptor activity	297	130.49796928427037	2.275897484297474	4.8342303637090395e-34	4.87193736054597e-30
positive regulation of phagocytosis	166	52.452206350959784	3.164785841214904	7.290767592123926e-34	7.34690650258328e-30
cell surface	1161	784.9841792089604	1.4790106995149328	1.1233047182463662e-33	1.1318418341050386e-29
post-translational protein modification	748	458.0172617762618	1.6331262212676008	1.8022541006921745e-33	1.815771006447366e-29
cell adhesion	1646	1187.051888198371	1.3866285175605846	1.9064863916472716e-33	1.9205943909454614e-29
serine-type endopeptidase activity	455	240.30761328762023	1.8934065124912127	3.3262045063267946e-33	3.35048579922298e-29
apoptotic mitochondrial changes	66	8.433924491596354	7.8255384033569495	4.349788426969117e-33	4.3811069036432944e-29
axon	626	366.703448780215	1.7071014796351023	5.5320077276964675e-33	5.571284982563113e-29
endosome	1287	892.287423114727	1.44236035010719	7.219709818348872e-33	7.270247787077314e-29
serine-type endopeptidase inhibitor activity	263	111.44983654308861	2.359806063047201	1.3377017528944046e-32	1.346931894989376e-28
virus receptor activity	266	113.47385120334577	2.34415239439901	1.565867385274056e-32	1.5765152834939197e-28
myosin filament	94	18.999796328539038	4.947421455187146	1.777744125704659e-32	1.7896550113468801e-28
extracellular matrix disassembly	337	160.3348281143998	2.1018515063960312	2.2600740096229137e-32	2.274990498086425e-28
calcium-independent cell-matrix adhesion	79	13.26467556304698	5.955667714940568	3.059676126363122e-32	3.079564021184482e-28
endosome membrane	505	279.86514050543377	1.8044405212023722	5.128374229368911e-32	5.161195824436871e-28
respiratory chain	62	7.67147439749029	8.08188840730319	7.658414380147986e-32	7.706662390742918e-28
NADH dehydrogenase (ubiquinone) activity	62	7.67147439749029	8.08188840730319	7.658414380147986e-32	7.706662390742918e-28
mitochondrial electron transport	62	7.67147439749029	8.08188840730319	7.658414380147986e-32	7.706662390742918e-28
wound healing	363	179.35530739297397	2.023915574489546	8.415949443535507e-32	8.46644514019672e-28
peptidase inhibitor activity	284	126.41526277141068	2.2465641709224666	8.433714987661348e-32	8.483473906088549e-28
electron transfer activity	139	40.541881892962756	3.4285532271783263	8.533436739985755e-32	8.582930673077673e-28
positive regulation of lipid storage	160	51.628314410702984	3.0990746420113737	8.764479217061921e-32	8.814436748599173e-28
low-density lipoprotein particle clearance	128	35.06883316491597	3.6499646109713013	9.708779188137861e-32	9.763148351591434e-28
bicarbonate transport	176	60.57314761558012	2.9055779157616493	1.0643690116678137e-31	1.0702230412319867e-27
pseudopodium	54	5.491254507748875	9.83381846967737	1.9842150759032735e-31	1.9949298373131513e-27
negative regulation of endoplasmic reticulum calcium ion concentration	53	5.2368447837150125	10.120597838762341	2.2365820676411613e-31	2.2484359525996593e-27
extrinsic component of external side of plasma membrane	140	41.66724047135035	3.35995372902752	3.3187042214000493e-31	3.3359614833513295e-27
endothelial cell proliferation	100	22.666915634017993	4.411716248236362	7.071140295962483e-31	7.107203111471891e-27
homophilic cell adhesion via plasma membrane adhesion molecules	502	281.17664342060135	1.7853545511213655	7.223877183511296e-31	7.259996569428852e-27
negative regulation of programmed cell death	100	22.885060983372803	4.369662815085144	1.3900563027942075e-30	1.396867578677899e-26
specific granule membrane	263	115.2701480204781	2.281596792547514	1.5636542629513725e-30	1.5711598034135393e-26
sphingolipid metabolic process	152	48.99000841128642	3.10267348239487	2.4455772535964686e-30	2.4570714666883722e-26
extracellular matrix	989	662.885010818192	1.491963136682315	2.8846205290564608e-30	2.89788978349012e-26
mitochondrial respiratory chain complex I assembly	100	23.21228595072888	4.308063420046742	3.7757656933871636e-30	3.7927566390074057e-26
endocytic vesicle	284	130.12771485515327	2.182471276899958	5.980310978777877e-30	6.0066243470845e-26
viral entry into host cell	283	129.65958486513514	2.1826384859581434	7.415867958944059e-30	7.447756191167519e-26
negative regulation of peptidase activity	289	133.99702206738993	2.1567643484991463	1.1065759678434886e-29	1.1112235869084313e-25
brush border membrane	308	146.81808102187807	2.0978342575810087	1.2201828365755546e-29	1.2251855862055144e-25
interaction with symbiont	86	17.551129251931588	4.899969612527085	1.3220074648335752e-29	1.3272954946929095e-25
ankyrin binding	99	23.28591051388946	4.251497915056789	1.8162004541616364e-29	1.8232836359328668e-25
lipid transporter activity	120	33.33441169727692	3.599883540461666	2.1757782583018768e-29	2.1840462156834237e-25
negative regulation of protein localization to cell surface	47	4.255766319351679	11.04383945760442	2.362314369541465e-29	2.371054932708768e-25
NADP binding	171	60.875894291551084	2.8089936417366594	2.5234113721283568e-29	2.532495653068019e-25
sarcomere organization	131	39.13641137719296	3.3472665323714694	3.526806778303394e-29	3.539150602027456e-25
sensory perception of sound	457	253.35193530658708	1.8038149163809372	3.696146260047614e-29	3.708713157331776e-25
apolipoprotein binding	105	26.516198037956237	3.959843709482756	6.815248680252033e-29	6.837739000896865e-25
ceramide biosynthetic process	108	28.14926093249704	3.836690428888629	1.1887211971547226e-28	1.1925251049856177e-24
ionotropic glutamate receptor signaling pathway	31	1.128160189282741	27.478367251825386	1.3173419184596877e-28	1.3214256784069128e-24
reverse cholesterol transport	80	15.773169662428758	5.071903853957631	1.5712720952418254e-28	1.575985911527551e-24
coenzyme A metabolic process	39	2.61958070425402	14.887878787878789	2.1998769497082267e-28	2.2062565928623806e-24
extracellular region	3901	3197.2804137839425	1.2200994267447482	2.720959462398909e-28	2.7285781488936263e-24
ATP hydrolysis coupled cation transmembrane transport	103	26.118266897746967	3.94360010192273	2.990935532926294e-28	2.999011058865195e-24
response to drug	481	274.2840925488067	1.7536562019702613	3.9664754406702004e-28	3.976788276815943e-24
cholesterol catabolic process	60	8.581387457797733	6.991876348093245	5.02808892295851e-28	5.040659145265906e-24
positive regulation of caveolin-mediated endocytosis	26	0.5459776207052996	47.620999495204444	5.864351971701942e-28	5.878426416434027e-24
amyloid-beta binding	197	78.33622537511482	2.514800771375707	6.0942056564767945e-28	6.108222329486691e-24
cadherin binding	496	286.79758950726693	1.7294427085393347	1.000423720884806e-27	1.0026246530707525e-23
stereocilium	193	76.4930489697846	2.523105074243238	1.4324393353447325e-27	1.4354474579489565e-23
potassium ion binding	52	6.255610909111472	8.312537457254662	1.8495456948844167e-27	1.8532447862741856e-23
innate immune response	908	612.4655595122072	1.4825323414481766	3.0788643731553407e-27	3.084714215464336e-23
extracellular matrix organization	858	572.2012034762594	1.4994725540377134	3.4156208523370946e-27	3.4217689698713014e-23
chylomicron assembly	81	17.154484974656047	4.721797251253477	4.749021585970354e-27	4.757094922666504e-23
cholesterol transport	141	47.083366017837946	2.994688186621596	6.462851990477888e-27	6.473192553662652e-23
lipid transport	493	287.2702645526847	1.716153952681674	6.485312277136597e-27	6.495040245552301e-23
peptidase activator activity	103	27.318294491165716	3.770367144746481	7.055871211174316e-27	7.06574943086996e-23
interaction with other organism via secreted substance involved in symbiotic interaction	67	11.706739892141364	5.723198825402838	9.443584470096595e-27	9.455861129907721e-23
positive regulation of substrate-dependent cell migration	67	11.706739892141364	5.723198825402838	9.443584470096595e-27	9.455861129907721e-23
negative regulation of transforming growth factor-beta secretion	67	11.706739892141364	5.723198825402838	9.443584470096595e-27	9.455861129907721e-23
voltage-gated ion channel activity	258	119.58823930342325	2.1574027805977964	9.887223481064613e-27	9.897110704545679e-23
late endosome membrane	207	86.78112347568108	2.385311363916695	1.311695881092525e-26	1.3128764073855084e-22
phagocytic vesicle	166	61.90624194220204	2.6814743520529603	1.59767026134433e-26	1.5989483975534056e-22
cell-substrate junction assembly	83	18.60785933309949	4.4604808384573476	3.272215423416731e-26	3.2745059742131227e-22
epoxide hydrolase activity	61	9.854155326161186	6.190281965421723	4.7450142765058106e-26	4.747861285071714e-22
electron transport chain	152	54.51765475708244	2.7880876511888752	5.599037835470792e-26	5.601837354388527e-22
cellular response to amino acid stimulus	155	56.40263459822378	2.7480985791554007	7.173501655071189e-26	7.176371055733218e-22
carbohydrate transport	131	42.91841293840835	3.052302986785564	8.12301607583005e-26	8.125452980652799e-22
regulation of cytosolic calcium ion concentration	146	51.32916318524917	2.844386912622746	8.566383615862884e-26	8.568096892586057e-22
potassium channel inhibitor activity	26	0.7643751510551601	34.014711184827284	9.441525162876146e-26	9.442469315392435e-22
triglyceride catabolic process	81	18.10010098352865	4.475113153993513	1.0530514075186424e-25	1.0530514075186424e-21
glucose transmembrane transporter activity	86	20.38772219416874	4.218225026854523	1.2586324113918375e-25	1.2585065481506984e-21
muscle contraction	300	150.79889419816573	1.9894045085355083	1.412520938901843e-25	1.4122384347140626e-21
lipid binding	594	369.84500304028086	1.6060782087552115	1.610747770519159e-25	1.6102645461880033e-21
hyaluronan metabolic process	89	21.8764481386026	4.068302104442309	1.7457183884571514e-25	1.7450201011017685e-21
high-density lipoprotein particle binding	83	19.226160689660052	4.317034552022543	2.2224540910838317e-25	2.22134286403829e-21
regulation of cardiac conduction	158	58.869481330798585	2.68390338131516	2.262904157768779e-25	2.2615464152741177e-21
triglyceride metabolic process	130	42.956458524748676	3.026320242975863	2.4872648581098154e-25	2.4855237727091385e-21
lipopolysaccharide transport	39	3.3473366390935357	11.651054018445322	2.596786526197493e-25	2.594709096976535e-21
regulation of phosphatidylcholine catabolic process	39	3.3473366390935357	11.651054018445322	2.596786526197493e-25	2.594709096976535e-21
response to ethanol	186	76.00455171103793	2.4472218546483147	3.0016753309845716e-25	2.998673655653587e-21
positive regulation of ERK1 and ERK2 cascade	407	228.6730631010918	1.7798335950923674	3.2724860260549898e-25	3.2688862914263292e-21
vitamin transmembrane transport	86	20.715061657147224	4.151568623032691	3.2762729148118755e-25	3.2723413873141013e-21
caveola	221	98.34016616725688	2.247301470124866	3.328008877799475e-25	3.3236824662583354e-21
termination of signal transduction	43	4.474744176381532	9.609487895858132	4.882257947590872e-25	4.875422786464245e-21
positive regulation of serine C-palmitoyltransferase activity	47	5.638283886235155	8.335869734183118	5.066274285655613e-25	5.05867487422713e-21
positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity	47	5.638283886235155	8.335869734183118	5.066274285655613e-25	5.05867487422713e-21
peripheral nervous system myelin maintenance	37	2.947294770185861	12.553885133676914	5.452124060605954e-25	5.442855449702924e-21
osteoblast differentiation	259	124.20810745941371	2.085210098580972	6.57153914569114e-25	6.559710375228896e-21
extracellularly glutamate-gated ion channel activity	23	0.5096377538761607	45.13009451334502	1.351917392108036e-24	1.3493487490630306e-20
ionotropic glutamate receptor activity	23	0.5096377538761607	45.13009451334502	1.351917392108036e-24	1.3493487490630306e-20
antioxidant activity	73	15.450086901921742	4.724892517654381	1.4487794029788116e-24	1.445736966232556e-20
metal ion transport	181	74.12705864343212	2.4417534340685343	1.597446288612171e-24	1.5939319067772243e-20
positive regulation of neutrophil apoptotic process	46	5.529347236044513	8.319246022412344	1.706962323620143e-24	1.7030363102758167e-20
potassium ion import across plasma membrane	32	1.9651698257219183	16.28357996400875	1.7870035117607817e-24	1.7827147033325558e-20
node of Ranvier	89	22.749371214200234	3.912196041024901	1.929440041428079e-24	1.9246164413245088e-20
cellular sodium ion homeostasis	72	15.159679944338146	4.749440638876458	2.2780713973459164e-24	2.272148411712817e-20
lipoprotein transport	255	122.73419317823557	2.0776606208645294	2.345191792153852e-24	2.3388597743150366e-20
