GO	obs	exp	oddsratio	p_val	pval_adj
protein kinase activity	74	30.811023622047244	2.4017377970866343	0.00014664591285240994	0.19547900183226247
intracellular signal transduction	76	32.26795096322242	2.3552781546811397	0.00015510649092216475	0.20660184590832345
cytosol	505	370.8829431438127	1.3616155968762962	0.00022204651126065384	0.2955439064879303
synapse	72	30.84776902887139	2.3340423721602996	0.0002551249947237797	0.339316242982627
positive regulation of GTPase activity	49	16.237640936686905	3.0176797350710394	0.00025974427567590627	0.34520014237327945
extracellular matrix organization	44	13.301298701298702	3.3079476664713923	0.0002622816229674459	0.34830999530076817
cell differentiation	119	64.11428571428571	1.856060606060606	0.00026857745237657813	0.3564022793037192
negative regulation of transcription	65	26.481675392670155	2.454527481217873	0.0002831643499949235	0.3754759280932685
regulation of small GTPase mediated signal transduction	27	4.454780361757106	6.060904872389791	0.0003039289305973989	0.40270583304155355
nervous system development	64	26.49738219895288	2.4153329381545148	0.00037589432129923097	0.49768408140018183
chromatin binding	44	14.792027729636049	2.974575278265964	0.000597040354297141	0.7898843887351175
4 iron	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
epithelial cell differentiation	3	7.540983606557377	0.3978260869565217	0.9508490424443184	1.0
kidney development	11	9.015544041450777	1.2201149425287356	0.4499291817825838	1.0
negative regulation of cell differentiation	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
positive regulation of stress fiber assembly	8	3.0	2.6666666666666665	0.1679550959225977	1.0
positive regulation of reactive oxygen species metabolic process	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
bone development	10	4.498708010335917	2.222860425043079	0.169277583383794	1.0
positive regulation of focal adhesion assembly	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
T-tubule	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
inner ear receptor cell stereocilium organization	4	4.51421188630491	0.886090440755581	0.7117352684532001	1.0
retinoid metabolic process	6	10.557476231633537	0.5683176422431436	0.9037208232053242	1.0
leukocyte migration	7	13.58961038961039	0.5150993883792049	0.9428520268427427	1.0
peptidyl-threonine phosphorylation	6	9.041450777202073	0.6636103151862465	0.8434821940720717	1.0
gene silencing by RNA	7	6.013793103448276	1.1639908256880733	0.5346705007983366	1.0
translesion synthesis	6	3.003442340791738	1.997707736389685	0.31654407421584707	1.0
error-prone translesion synthesis	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
iron-sulfur cluster binding	4	9.05181347150259	0.4419004006868918	0.9460510570890402	1.0
3'-5' exonuclease activity	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
non-membrane spanning protein tyrosine kinase activity	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
peptidyl-tyrosine autophosphorylation	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
cellular response to BMP stimulus	3	4.516795865633075	0.664187643020595	0.8219846508444251	1.0
negative regulation of anoikis	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
protein phosphatase binding	10	4.498708010335917	2.222860425043079	0.169277583383794	1.0
Ras protein signal transduction	7	3.0017211703958693	2.3319954128440368	0.2326925193989627	1.0
phosphotyrosine residue binding	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
receptor internalization	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
T cell costimulation	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
condensed nuclear chromosome	5	9.046632124352332	0.5526918671248569	0.9019066491363081	1.0
beta-tubulin binding	4	4.51421188630491	0.886090440755581	0.7117352684532001	1.0
insulin receptor signaling pathway	8	7.519413287316652	1.063912794033276	0.5765265766922691	1.0
nucleotide-excision repair	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
dopaminergic neuron differentiation	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
regulation of protein stability	6	7.528041415012941	0.7970200573065903	0.7553914353933051	1.0
negative regulation of monocyte chemotactic protein-1 production	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
extrinsic component of membrane	6	4.5090439276485785	1.3306590257879656	0.48424718384367416	1.0
anchored component of membrane	9	12.055363321799309	0.7465556831228473	0.8033768829780299	1.0
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
ciliary membrane	12	4.493540051679587	2.670500287521564	0.09080675362196276	1.0
protein N-linked glycosylation via asparagine	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
methyltransferase activity	16	22.650130548302872	0.7063976945244956	0.8745298449428076	1.0
negative regulation of smooth muscle cell proliferation	4	7.536669542709233	0.5307384087006296	0.9017541641342028	1.0
methylation	16	22.650130548302872	0.7063976945244956	0.8745298449428076	1.0
histone-lysine N-methyltransferase activity	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
palate development	7	4.506459948320413	1.5533256880733946	0.3837465075129413	1.0
thymus development	5	6.020689655172413	0.8304696449026346	0.73515351152429	1.0
heart looping	11	2.994836488812392	3.6729885057471265	0.05807338679475792	1.0
positive regulation of p38MAPK cascade	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
nucleotide-excision repair	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
nucleotide-excision repair	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
regulation of nucleic acid-templated transcription	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
glycosaminoglycan catabolic process	4	4.51421188630491	0.886090440755581	0.7117352684532001	1.0
stem cell population maintenance	6	4.5090439276485785	1.3306590257879656	0.48424718384367416	1.0
embryo implantation	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
negative regulation of cell cycle	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
prostate gland development	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
regulation of stress fiber assembly	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
cellular response to mechanical stimulus	5	12.083044982698963	0.4138029782359679	0.9685868899835272	1.0
nucleotide-excision repair	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
adult locomotory behavior	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
neuron differentiation	8	3.0	2.6666666666666665	0.1679550959225977	1.0
cardiac muscle cell differentiation	7	4.506459948320413	1.5533256880733946	0.3837465075129413	1.0
odontogenesis of dentin-containing tooth	7	3.0017211703958693	2.3319954128440368	0.2326925193989627	1.0
tRNA methylation	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
tRNA modification	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
generation of precursor metabolites and energy	3	7.540983606557377	0.3978260869565217	0.9508490424443184	1.0
activation of adenylate cyclase activity	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
peptide hormone binding	5	9.046632124352332	0.5526918671248569	0.9019066491363081	1.0
placenta blood vessel development	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
SWI/SNF complex	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
frizzled binding	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
cell fate commitment	5	4.511627906976744	1.1082474226804124	0.5957611072605216	1.0
positive regulation of cytokine production	3	6.027586206896552	0.4977116704805492	0.9046716876449133	1.0
protein ADP-ribosylation	2	6.031034482758621	0.3316180674671241	0.9595127183343338	1.0
centriole	16	8.989637305699482	1.7798270893371757	0.15907605340527012	1.0
negative regulation of neuron death	4	4.51421188630491	0.886090440755581	0.7117352684532001	1.0
protein self-association	10	4.498708010335917	2.222860425043079	0.169277583383794	1.0
cellular response to cadmium ion	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
cellular response to gamma radiation	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
cellular response to estradiol stimulus	3	6.027586206896552	0.4977116704805492	0.9046716876449133	1.0
cellular response to hydrogen peroxide	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
embryonic placenta development	5	4.511627906976744	1.1082474226804124	0.5957611072605216	1.0
response to testosterone	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
positive regulation of tyrosine phosphorylation of STAT protein	4	12.089965397923876	0.3308528906697195	0.9850954482115588	1.0
PML body	14	4.488372093023256	3.1191709844559585	0.046504450338577405	1.0
mitotic spindle assembly	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
response to ischemia	8	3.0	2.6666666666666665	0.1679550959225977	1.0
regulation of blood vessel size	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
axon terminus	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
Rab GTPase binding	17	7.480586712683348	2.272549019607843	0.0723586381094164	1.0
exocytosis	11	10.527225583405357	1.0449096880131363	0.5659461023100238	1.0
RNA polymerase II transcription factor complex	6	3.003442340791738	1.997707736389685	0.31654407421584707	1.0
presynapse	11	7.506471095772218	1.4654022988505746	0.3303762380754173	1.0
pigmentation	5	6.020689655172413	0.8304696449026346	0.73515351152429	1.0
lysosome organization	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
response to oxidative stress	9	16.61925411968777	0.5415405490032356	0.944818774271804	1.0
cellular response to oxidative stress	8	15.103986135181975	0.5296615031554791	0.943615917612717	1.0
integrin complex	8	3.0	2.6666666666666665	0.1679550959225977	1.0
cell adhesion mediated by integrin	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
synapsis	5	6.020689655172413	0.8304696449026346	0.73515351152429	1.0
DNA-dependent ATPase activity	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
response to ionizing radiation	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
negative regulation of gene expression	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
intermediate filament cytoskeleton	5	4.511627906976744	1.1082474226804124	0.5957611072605216	1.0
cell leading edge	6	4.5090439276485785	1.3306590257879656	0.48424718384367416	1.0
histone binding	17	2.984509466437177	5.696078431372549	0.005436711007931174	1.0
cytoplasmic microtubule	6	4.5090439276485785	1.3306590257879656	0.48424718384367416	1.0
skin development	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
ligand-gated ion channel activity	3	6.027586206896552	0.4977116704805492	0.9046716876449133	1.0
neuromuscular synaptic transmission	4	4.51421188630491	0.886090440755581	0.7117352684532001	1.0
excitatory postsynaptic potential	3	7.540983606557377	0.3978260869565217	0.9508490424443184	1.0
cation transmembrane transport	5	7.532355478861088	0.6638029782359679	0.8353088247103129	1.0
intraciliary transport	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
negative regulation of protein kinase B signaling	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
response to glucocorticoid	4	9.05181347150259	0.4419004006868918	0.9460510570890402	1.0
photoreceptor cell maintenance	5	15.12998266897747	0.3304696449026346	0.9909433987090367	1.0
response to vitamin D	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
positive regulation of release of sequestered calcium ion into cytosol	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
regulation of protein kinase activity	3	7.540983606557377	0.3978260869565217	0.9508490424443184	1.0
defense response	5	9.046632124352332	0.5526918671248569	0.9019066491363081	1.0
cellular response to heat	3	4.516795865633075	0.664187643020595	0.8219846508444251	1.0
external side of plasma membrane	16	18.072916666666668	0.8853025936599423	0.6984459153158431	1.0
digestive tract morphogenesis	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
substrate adhesion-dependent cell spreading	5	4.511627906976744	1.1082474226804124	0.5957611072605216	1.0
triglyceride metabolic process	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
negative regulation of fat cell differentiation	2	7.545297670405522	0.2650657518582047	0.9814491306166635	1.0
blastocyst development	5	4.511627906976744	1.1082474226804124	0.5957611072605216	1.0
phosphatidylinositol-3	6	4.5090439276485785	1.3306590257879656	0.48424718384367416	1.0
clathrin-coated vesicle membrane	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
regulation of peptidyl-tyrosine phosphorylation	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
structural molecule activity	10	21.194782608695654	0.4718142282760318	0.9791348723820605	1.0
epidermis development	11	6.0	1.8333333333333333	0.21823733045921767	1.0
C-terminal protein lipidation	6	7.528041415012941	0.7970200573065903	0.7553914353933051	1.0
blood circulation	6	6.017241379310345	0.997134670487106	0.6349981983436026	1.0
negative regulation of myoblast differentiation	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
embryonic skeletal system development	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
respiratory gaseous exchange	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
transporter activity	12	21.170434782608694	0.5668282264026945	0.9497842152310947	1.0
ATPase activity	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
negative regulation of protein phosphorylation	6	4.5090439276485785	1.3306590257879656	0.48424718384367416	1.0
IRE1-mediated unfolded protein response	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
lateral plasma membrane	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
bicellular tight junction assembly	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
establishment of skin barrier	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
virus receptor activity	7	7.523727351164798	0.9303899082568807	0.6673006767192349	1.0
ubiquitin ligase complex	10	7.5107851596203625	1.3314187248707638	0.4050281587702472	1.0
viral entry into host cell	10	7.5107851596203625	1.3314187248707638	0.4050281587702472	1.0
cellular response to transforming growth factor beta stimulus	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
determination of left/right symmetry	11	4.496124031007752	2.446551724137931	0.12478824077832357	1.0
smoothened signaling pathway	13	4.490956072351421	2.8947065592635215	0.06532063825439426	1.0
axoneme	7	12.069204152249135	0.5799885321100917	0.9064607352579643	1.0
photoreceptor outer segment	11	10.527225583405357	1.0449096880131363	0.5659461023100238	1.0
melanosome transport	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
retrograde transport	7	3.0017211703958693	2.3319954128440368	0.2326925193989627	1.0
extracellular matrix structural constituent	7	9.036269430051814	0.7746559633027523	0.7732037934214994	1.0
bicellular tight junction	17	12.0	1.4166666666666667	0.27493668822524653	1.0
protein autoprocessing	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
positive regulation of protein catabolic process	6	4.5090439276485785	1.3306590257879656	0.48424718384367416	1.0
cytoskeletal protein binding	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
ossification	18	7.476272648835203	2.407616849394114	0.054003413668199364	1.0
sulfotransferase activity	3	4.516795865633075	0.664187643020595	0.8219846508444251	1.0
negative regulation of insulin receptor signaling pathway	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
zinc II ion transmembrane transport	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
cation transport	10	9.020725388601036	1.1085582998276853	0.5294480265921698	1.0
zinc ion transmembrane transporter activity	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
zinc II ion transport	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
metal ion transport	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
platelet activation	8	4.503875968992248	1.7762478485370052	0.29750422563367807	1.0
phosphatidylinositol biosynthetic process	16	4.483204134366925	3.5688760806916426	0.022942738535732816	1.0
sister chromatid cohesion	9	13.574025974025973	0.6630309988518944	0.8673320471245474	1.0
chromosome	14	21.14608695652174	0.6620610247553252	0.8999681196659981	1.0
kinetochore	11	13.55844155844156	0.8113026819923371	0.7580526425137157	1.0
hydrolase activity	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
nucleotidyltransferase activity	8	10.545375972342264	0.7586263421031063	0.7890839791513105	1.0
biosynthetic process	4	9.05181347150259	0.4419004006868918	0.9460510570890402	1.0
oligodendrocyte development	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
glycosaminoglycan binding	9	4.501291989664082	1.9994259471871412	0.2262890080232054	1.0
cellular-component	57	23.609756097560975	2.4142561983471076	0.0007739732158488098	1.0
positive regulation of cell division	3	4.516795865633075	0.664187643020595	0.8219846508444251	1.0
liver development	10	6.003448275862069	1.665709362435382	0.28050093989577735	1.0
positive regulation of extrinsic apoptotic signaling pathway	2	7.545297670405522	0.2650657518582047	0.9814491306166635	1.0
sterol metabolic process	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
heme binding	10	15.086655112651648	0.6628374497415278	0.8746187495018609	1.0
oxidoreductase activity	4	15.138648180242633	0.26422438465941617	0.9962288330301258	1.0
iron ion binding	9	27.36125654450262	0.32893226176808266	0.9987225513282854	1.0
cellular response to cAMP	4	7.536669542709233	0.5307384087006296	0.9017541641342028	1.0
symporter activity	5	24.334494773519165	0.20546964490263459	0.9998560989137125	1.0
transferase activity	11	30.41958041958042	0.36160919540229886	0.9984686371892062	1.0
Rho guanyl-nucleotide exchange factor activity	15	4.48578811369509	3.34389400921659	0.032801820737915745	1.0
myofibril	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
regulation of Rho protein signal transduction	15	5.9862068965517246	2.5057603686635943	0.06977337899604147	1.0
RNA polymerase II distal enhancer sequence-specific DNA binding	9	4.501291989664082	1.9994259471871412	0.2262890080232054	1.0
anterior/posterior pattern specification	9	7.515099223468507	1.1975889781859932	0.48787950588454376	1.0
cartilage development	9	6.006896551724138	1.4982778415614237	0.3545647134639005	1.0
basement membrane	18	2.982788296041308	6.034622042700519	0.0035859051645237244	1.0
negative regulation of epithelial cell proliferation	6	3.003442340791738	1.997707736389685	0.31654407421584707	1.0
retina development in camera-type eye	10	4.498708010335917	2.222860425043079	0.169277583383794	1.0
negative regulation of angiogenesis	11	9.015544041450777	1.2201149425287356	0.4499291817825838	1.0
post-embryonic development	11	10.527225583405357	1.0449096880131363	0.5659461023100238	1.0
phospholipid biosynthetic process	5	10.563526361279171	0.47332678775977743	0.9436384027585925	1.0
placenta development	4	7.536669542709233	0.5307384087006296	0.9017541641342028	1.0
protein complex scaffold activity	9	6.006896551724138	1.4982778415614237	0.3545647134639005	1.0
heart development	25	16.46660884648742	1.5182239544927842	0.1625174078294755	1.0
pyridoxal phosphate binding	4	15.138648180242633	0.26422438465941617	0.9962288330301258	1.0
chaperone binding	5	10.563526361279171	0.47332678775977743	0.9436384027585925	1.0
platelet degranulation	6	7.528041415012941	0.7970200573065903	0.7553914353933051	1.0
receptor-mediated endocytosis	18	8.979274611398964	2.004616272360069	0.09619123415879388	1.0
oxygen binding	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
platelet alpha granule lumen	4	6.024137931034483	0.6639954207212364	0.8277094296451767	1.0
amyloid-beta binding	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
iron ion homeostasis	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
multivesicular body	2	4.51937984496124	0.4425385934819897	0.9136700291744113	1.0
protein phosphatase regulator activity	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
RNA phosphodiester bond hydrolysis	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
neuron projection	26	24.041811846689896	1.0814492753623188	0.46990939668039267	1.0
ficolin-1-rich granule lumen	4	13.612987012987015	0.29383705399732873	0.9924325852056671	1.0
secretory granule lumen	5	19.720243266724587	0.25354656797955766	0.998784600619418	1.0
regulation of catalytic activity	9	4.501291989664082	1.9994259471871412	0.2262890080232054	1.0
cornification	2	6.031034482758621	0.3316180674671241	0.9595127183343338	1.0
intercalated disc	4	7.536669542709233	0.5307384087006296	0.9017541641342028	1.0
cornified envelope	2	7.545297670405522	0.2650657518582047	0.9814491306166635	1.0
ventricular cardiac muscle tissue morphogenesis	4	4.51421188630491	0.886090440755581	0.7117352684532001	1.0
presynaptic active zone	4	3.006884681583477	1.33028048082427	0.5457439502534134	1.0
histone deacetylase binding	13	5.993103448275861	2.1691599539700808	0.12647324898070617	1.0
protein C-terminus binding	24	14.965337954939342	1.6037058482918356	0.13867072635593602	1.0
protein targeting	8	4.503875968992248	1.7762478485370052	0.29750422563367807	1.0
protein heterooligomerization	9	12.055363321799309	0.7465556831228473	0.8033768829780299	1.0
synapse organization	6	3.003442340791738	1.997707736389685	0.31654407421584707	1.0
laminin binding	4	4.51421188630491	0.886090440755581	0.7117352684532001	1.0
negative regulation of protein kinase activity	9	24.278745644599304	0.37069460390355913	0.9959059471785822	1.0
regulation of angiogenesis	3	12.09688581314879	0.24799771167048054	0.9942343392349475	1.0
protein kinase inhibitor activity	6	19.70894874022589	0.30443024024685916	0.99707268250785	1.0
negative regulation of JAK-STAT cascade	4	18.197916666666664	0.21980538065254723	0.9991059981404309	1.0
negative regulation of peptidase activity	8	10.545375972342264	0.7586263421031063	0.7890839791513105	1.0
response to peptide hormone	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
peptidase inhibitor activity	8	10.545375972342264	0.7586263421031063	0.7890839791513105	1.0
negative regulation of endopeptidase activity	8	9.031088082901555	0.8858290304073436	0.6947226711001901	1.0
response to hormone	3	13.62077922077922	0.2202517162471396	0.9972806362470472	1.0
cell-cell junction	22	5.962068965517241	3.689994216310006	0.006565436311436648	1.0
keratinization	2	6.031034482758621	0.3316180674671241	0.9595127183343338	1.0
fibronectin binding	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
cellular response to amino acid stimulus	6	3.003442340791738	1.997707736389685	0.31654407421584707	1.0
extrinsic apoptotic signaling pathway	3	12.09688581314879	0.24799771167048054	0.9942343392349475	1.0
electron transport chain	2	15.155979202772965	0.13196112064036591	0.9996946829333266	1.0
negative regulation of T cell proliferation	3	7.540983606557377	0.3978260869565217	0.9508490424443184	1.0
protein oligomerization	14	9.0	1.5555555555555556	0.2512099553692009	1.0
regulation of autophagy	7	4.506459948320413	1.5533256880733946	0.3837465075129413	1.0
oligodendrocyte differentiation	5	4.511627906976744	1.1082474226804124	0.5957611072605216	1.0
extrinsic apoptotic signaling pathway in absence of ligand	5	6.020689655172413	0.8304696449026346	0.73515351152429	1.0
intrinsic apoptotic signaling pathway in response to DNA damage	3	10.575626620570441	0.2836711343576332	0.9879730920986651	1.0
regulation of cytosolic calcium ion concentration	3	6.027586206896552	0.4977116704805492	0.9046716876449133	1.0
trans-Golgi network membrane	5	3.0051635111876074	1.663802978235968	0.42125046160798973	1.0
negative regulation of neuron apoptotic process	10	7.5107851596203625	1.3314187248707638	0.4050281587702472	1.0
recycling endosome membrane	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
phagocytic vesicle	7	9.036269430051814	0.7746559633027523	0.7732037934214994	1.0
nuclear chromosome	10	13.566233766233767	0.7371242580892208	0.8163356960090553	1.0
neuron apoptotic process	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
mitotic cytokinesis	3	4.516795865633075	0.664187643020595	0.8219846508444251	1.0
fibrillar center	12	10.521175453759723	1.1405569703442044	0.4901257117203791	1.0
cytoplasmic microtubule organization	4	4.51421188630491	0.886090440755581	0.7117352684532001	1.0
transcription factor complex	26	8.937823834196891	2.908985507246377	0.009030002075829241	1.0
core promoter binding	11	2.994836488812392	3.6729885057471265	0.05807338679475792	1.0
histone deacetylation	4	4.51421188630491	0.886090440755581	0.7117352684532001	1.0
negative regulation of tumor necrosis factor production	5	6.020689655172413	0.8304696449026346	0.73515351152429	1.0
negative regulation of interleukin-6 production	8	6.0103448275862075	1.3310384394721744	0.43993466085798344	1.0
dioxygenase activity	10	12.048442906574394	0.8299827685238369	0.7394217188312114	1.0
extrinsic component of cytoplasmic side of plasma membrane	7	7.523727351164798	0.9303899082568807	0.6673006767192349	1.0
podosome	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
positive regulation of protein targeting to mitochondrion	6	3.003442340791738	1.997707736389685	0.31654407421584707	1.0
small GTPase mediated signal transduction	11	7.506471095772218	1.4654022988505746	0.3303762380754173	1.0
negative regulation of ERK1 and ERK2 cascade	3	3.008605851979346	0.9971395881006865	0.6838643005514085	1.0
calcium-dependent protein binding	4	10.569576490924804	0.3784446806770791	0.9712764330574314	1.0
negative regulation of DNA replication	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
presynaptic membrane	5	4.511627906976744	1.1082474226804124	0.5957611072605216	1.0
double-strand break repair via homologous recombination	8	13.581818181818182	0.5890227576974565	0.9097119751735443	1.0
double-strand break repair via nonhomologous end joining	2	6.031034482758621	0.3316180674671241	0.9595127183343338	1.0
proximal promoter sequence-specific DNA binding	2	3.010327022375215	0.664379645511721	0.8217477377205037	1.0
trans-Golgi network	16	5.982758620689656	2.674351585014409	0.05101524952986257	1.0
