GO	obs	exp	oddsratio	p_val	pval_adj
other organism cell	197	19.008216234555682	10.363939339129939	1.5627510859093056e-95	1.442262977185698e-91
regulation of opsonization	197	19.008216234555682	10.363939339129939	1.5627510859093056e-95	1.442262977185698e-91
negative regulation of complement activation	197	19.008216234555682	10.363939339129939	1.5627510859093056e-95	1.442262977185698e-91
detection of chemical stimulus involved in sensory perception of bitter taste	407	103.9228184975221	3.9163679919795897	1.5963204980798073e-93	1.4727652915284302e-89
response to virus	965	431.7174266094347	2.2352583901437324	6.32589610008867e-93	5.835639152331798e-89
attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation	256	40.20006165184524	6.368149437607871	7.591624514829328e-92	7.002514452478572e-88
condensed nuclear chromosome kinetochore	256	40.20006165184524	6.368149437607871	7.591624514829328e-92	7.002514452478572e-88
enzyme binding	2582	1629.4854683991225	1.5845492642144696	1.821380192343114e-90	1.6796768133788196e-86
enzyme inhibitor activity	537	175.66419319429198	3.0569690398205136	5.789360614407928e-90	5.33836942254555e-86
hemostasis	1112	538.428917760743	2.065267973764607	1.926670182148372e-89	1.776389907940799e-85
negative regulation of viral genome replication	551	185.6004130668514	2.968743392836822	1.9255366671724193e-88	1.7751522534662533e-84
transcriptional repressor activity	297	59.18361377757474	5.018280923435876	9.087163148452169e-88	8.376546990243209e-84
dynein light chain binding	1246	646.0674287440112	1.9285912655003967	3.434218618833856e-84	3.1653193009791653e-80
apical plasma membrane	3439	2355.0509841367807	1.4602656261645772	2.662578106532526e-83	2.453831982980376e-79
regulation of double-strand break repair via homologous recombination	662	259.375601871544	2.552283234133394	4.808960129966032e-83	4.431456759763699e-79
antimicrobial humoral response	331	78.27954299812694	4.228435518688709	6.404464899985816e-83	5.90107395884693e-79
complement activation	496	166.01362537511915	2.987706574561299	1.3954488022216249e-80	1.285626981486783e-76
positive regulation of interferon-gamma production	616	235.86083140563343	2.6117096099801467	1.4521864727807723e-80	1.3377541787256474e-76
strand displacement	1121	569.4952292031973	1.9684098171786872	3.8103010045658526e-80	3.5096682553056066e-76
condensed nuclear chromosome	291	63.36097324316793	4.592732483498868	2.4277824596938534e-79	2.235987645378039e-75
histone H2B ubiquitination	209	30.830332627340308	6.779038115685427	9.661177452488471e-79	8.896978315996632e-75
histone monoubiquitination	209	30.830332627340308	6.779038115685427	9.661177452488471e-79	8.896978315996632e-75
positive regulation of receptor catabolic process	206	29.78791212053947	6.915556859655099	1.0519225553406597e-78	9.685050967021453e-75
positive regulation of NAD+ ADP-ribosyltransferase activity	206	29.78791212053947	6.915556859655099	1.0519225553406597e-78	9.685050967021453e-75
histone H2A ubiquitination	206	29.78791212053947	6.915556859655099	1.0519225553406597e-78	9.685050967021453e-75
dynein complex	1200	629.6917253608893	1.9056944083428367	1.1884874895466603e-78	1.0938838853787461e-74
extracellular space	8347	6587.056068867631	1.267182169505188	1.2062357186864257e-78	1.1100987319071175e-74
meiotic cell cycle	1939	1181.2255392381828	1.6415154732012778	1.4938736376876666e-78	1.3746625214001908e-74
positive regulation of transforming growth factor beta production	185	24.228972127775382	7.635486929630062	1.322410377061772e-75	1.2167497879345364e-71
chemokine activity	317	78.75664908667014	4.025056978378394	1.6454077732775629e-75	1.5137751514153579e-71
chordate embryonic development	793	358.6405769121572	2.211127382260016	4.349792038621134e-75	4.0013736963275814e-71
centromeric DNA binding	273	59.664709651230716	4.575569069150222	2.7077134967714716e-74	2.4905548743303997e-70
T-helper 17 cell lineage commitment	138	11.017705869963772	12.525293525597972	9.675664795097925e-74	8.898708912051562e-70
membrane attack complex	476	164.77881379935423	2.888720879976777	1.134790646724378e-73	1.043553478727738e-69
CENP-A containing nucleosome assembly	629	257.3926314088113	2.443737400551193	4.239824510036776e-73	3.8985186369788156e-69
ATP-dependent microtubule motor activity	1066	551.748268266445	1.932040499826666	9.14768618908955e-73	8.410382682248933e-69
DNA synthesis involved in DNA repair	1128	596.4078727063567	1.8913231223481424	1.3379110978043873e-72	1.2299416722115734e-68
dynein light intermediate chain binding	1074	565.2917709746146	1.8999038286871328	4.205681712379645e-70	3.86586263001937e-66
DNA recombination	1564	928.9780180819004	1.6835705146492659	7.537147699061638e-70	6.927392450207551e-66
kinetochore assembly	290	71.70916999681721	4.044113186819365	1.3360649051230194e-69	1.227843647808055e-65
cytolysis	477	171.61826527736272	2.7794244349754456	1.3969261142989192e-69	1.283635406429277e-65
platelet degranulation	1441	847.5771000608403	1.7001403174962644	9.748995403726481e-67	8.957376976943891e-63
inner dynein arm	536	212.42151711472735	2.523284869067714	2.4629017666261855e-66	2.2626678529994767e-62
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	101	4.756791137281397	21.232801080630075	5.28355936130525e-66	4.853477629295003e-62
DNA cytosine deamination	101	4.756791137281397	21.232801080630075	5.28355936130525e-66	4.853477629295003e-62
negative regulation of viral process	101	4.756791137281397	21.232801080630075	5.28355936130525e-66	4.853477629295003e-62
integral component of membrane	24998	21771.87724803297	1.1481784374959445	1.2817599980057065e-65	1.1770402061686404e-61
regulation of transcription from RNA polymerase II promoter in response to stress	169	24.697642263664395	6.842758438064988	1.9228994524533967e-64	1.7656062772427088e-60
fusion of sperm to egg plasma membrane involved in single fertilization	306	85.26069880363549	3.588992399707522	3.963305600963841e-64	3.6387108722449025e-60
virus receptor activity	759	362.15740242557257	2.0957738124819443	5.5475348625110586e-64	5.092637003785152e-60
microvillus membrane	462	172.69367695297228	2.675257184580135	1.8432929649975281e-63	1.691958612571231e-59
telomere maintenance via recombination	700	325.7193849533224	2.1490891618265655	1.3124045897114844e-62	1.2045249324372003e-58
response to UV-C	672	307.3710557451844	2.1862826295430335	1.7840469585412173e-62	1.637219893853275e-58
inflammatory response	2465	1678.7226820905344	1.4683783249597275	1.8006920901587461e-62	1.6523150619296655e-58
platelet alpha granule	471	179.98194022853048	2.616929228576778	2.465616321342851e-62	2.262202974832066e-58
macromolecular complex	3572	2603.2345454943675	1.372139135976954	3.7585896081941907e-62	3.4481301065573506e-58
copper ion binding	724	343.15141020982827	2.109855820080391	4.478355441939308e-62	4.1079954468909275e-58
complement activation	555	232.90428060567146	2.38295319672405	8.563820768896224e-62	7.854736409231616e-58
negative regulation of transcription by competitive promoter binding	169	26.55346486360391	6.364517808432735	2.9387710928540666e-61	2.6951469692564647e-57
negative regulation of ubiquitin-protein transferase activity	210	43.1220410310363	4.869899359560842	5.3710655612495195e-61	4.9252671196658095e-57
brush border	1084	605.2235872550737	1.7910736177953095	7.436524386190934e-60	6.818549209698467e-56
binding of sperm to zona pellucida	389	136.29443617836054	2.85411503878954	1.648388820995457e-59	1.5112428710886349e-55
type I interferon signaling pathway	444	168.78734035230835	2.6305290377420643	2.1401760225199994e-59	1.9618993598440833e-55
defense response to Gram-negative bacterium	541	228.8826729179127	2.3636564231929698	2.300362008324068e-59	2.1085118168298407e-55
male meiotic nuclear division	692	328.30564136766446	2.1077919865075962	2.6543629902652734e-59	2.432723680578123e-55
dynein intermediate chain binding	1076	601.2111746765802	1.7897205596333619	2.680078763455449e-59	2.4560241788305735e-55
single fertilization	744	365.24360825400885	2.036996632347868	9.706595871828504e-59	8.894153797356459e-55
negative regulation of gene expression	1368	824.0910420015933	1.6600107637104433	1.475593010085415e-58	1.351938315840257e-54
synapsis	1011	556.0764959515034	1.8180951853936502	1.6596697365871955e-58	1.5204234456875298e-54
inner dynein arm assembly	660	308.69334988473133	2.138044114803411	1.7047046067254542e-58	1.561509419760516e-54
O-glycan processing	567	248.41875709706733	2.2824363450882657	5.3741354485563944e-58	4.9221706573328017e-54
extracellular exosome	12333	10418.131519068136	1.18380152692708	7.301181816847345e-58	6.686422307868798e-54
positive regulation of macrophage activation	281	79.71913940038706	3.5248749812599662	8.526445395881018e-58	7.807666049008248e-54
positive regulation of interleukin-10 production	422	158.97084275621629	2.654574843307223	2.0461465179646806e-57	1.8734517518484615e-53
COPII-coated ER to Golgi transport vesicle	537	230.63458771938525	2.3283584882479627	2.971964982997505e-57	2.720833941934216e-53
polymeric immunoglobulin receptor activity	162	26.55573118059139	6.100378065221562	5.240898500129549e-57	4.7975184870185885e-53
immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor	162	26.55573118059139	6.100378065221562	5.240898500129549e-57	4.7975184870185885e-53
axonemal central apparatus assembly	543	235.0274225988749	2.310368696536093	5.387736889671576e-57	4.930856801427426e-53
cell periphery	325	104.02702343181736	3.1241882087784183	5.655662805085405e-57	5.175497032933654e-53
intrinsic apoptotic signaling pathway in response to DNA damage	871	461.38094696625126	1.887810941754626	2.386518270375284e-56	2.1836642173933846e-52
endoplasmic reticulum-Golgi intermediate compartment membrane	634	297.6444747372587	2.1300580182435915	8.148993122457807e-56	7.455513807736647e-52
spermatogenesis	3381	2489.079512451158	1.3583334654787746	1.2006569803382838e-55	1.098361005613462e-51
regulation of cyclin-dependent protein serine/threonine kinase activity	510	218.40742031893683	2.3350854987218623	8.644452048816669e-55	7.907080289052607e-51
cilium	3226	2370.06313789715	1.3611451730616273	6.275603575212029e-54	5.739667029888922e-50
negative regulation of blood coagulation	285	86.90651024202242	3.2793860805860806	1.5335677931838978e-53	1.4024477468666745e-49
cell aging	685	339.1341617798164	2.01984959700031	3.5388295050630176e-53	3.2359056994296234e-49
positive regulation of interleukin-1 production	192	41.85546456857701	4.587214643990452	5.935933646103148e-53	5.4272241326321075e-49
hydrolase activity	101	8.701865382087414	11.606706788168218	1.3050901984164992e-52	1.1931134593923636e-48
DNA replication	142	22.037296742507994	6.44362154120721	3.199544667245525e-52	2.9247037803291343e-48
single-stranded DNA-dependent ATP-dependent DNA helicase activity	142	22.037296742507994	6.44362154120721	3.199544667245525e-52	2.9247037803291343e-48
regulation of DNA double-strand break processing	142	22.037296742507994	6.44362154120721	3.199544667245525e-52	2.9247037803291343e-48
ATP-dependent 5'-3' DNA helicase activity	142	22.153313833404255	6.4098762409930226	5.003286238267246e-52	4.5720029645286093e-48
platelet alpha granule lumen	1081	631.6647656379082	1.7113507968238744	8.076782127321147e-52	7.379755829733332e-48
positive regulation of histone H4 acetylation	169	33.04950520247887	5.11354100355258	1.3257278366083397e-51	1.2111849515253793e-47
lateral element	908	506.38975173608395	1.7930852606851806	1.0617217076027861e-50	9.69882779895145e-47
regulation of T cell apoptotic process	156	28.413874471758053	5.49027553968594	1.1367291547466601e-50	1.0382884099455993e-46
positive regulation of vascular endothelial growth factor production	659	327.97397223534824	2.0093057857869083	1.3334916446486918e-50	1.2178779190576503e-46
positive regulation of cell-cell adhesion mediated by integrin	120	15.661060291853794	7.662316456467434	8.697663069322684e-50	7.942705914905475e-46
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	181	40.12084875805644	4.511370162966815	3.01826406461174e-49	2.7559769173969798e-45
negative regulation of mast cell activation	158	30.5014569880995	5.180080415884578	6.7344498175419754e-49	6.148552683415823e-45
leukocyte adhesive activation	123	17.168850262087997	7.164137267339724	7.401018022711473e-49	6.756389352933304e-45
negative regulation of cellular response to hypoxia	123	17.168850262087997	7.164137267339724	7.401018022711473e-49	6.756389352933304e-45
retina homeostasis	452	193.60107214905818	2.3346978143385186	8.7709761571016e-49	8.00526993858663e-45
positive regulation of angiogenesis	1198	734.6987976034786	1.6306001914087354	1.8644233621545965e-48	1.7014727603022847e-44
positive regulation of interleukin-12 production	465	203.2032236263246	2.2883495237019464	3.399900553366744e-48	3.1024092549471542e-44
peptide catabolic process	318	113.31698100389772	2.806287258827182	8.842643730938803e-48	8.068028140108563e-44
folic acid import across plasma membrane	329	120.03093524772542	2.740960064345033	1.364668798099201e-47	1.244987344505901e-43
steroid hormone receptor binding	329	120.03093524772542	2.740960064345033	1.364668798099201e-47	1.244987344505901e-43
positive regulation of oligodendrocyte progenitor proliferation	329	120.03093524772542	2.740960064345033	1.364668798099201e-47	1.244987344505901e-43
positive regulation of lysosomal protein catabolic process	329	120.03093524772542	2.740960064345033	1.364668798099201e-47	1.244987344505901e-43
extracellular vesicle	718	378.72258934783537	1.8958467759644446	2.1828555918049362e-47	1.9905460141669214e-43
viral entry into host cell	767	414.0502071128637	1.852432354395436	2.1941838919660115e-47	2.0006568726946094e-43
chromosome	3599	2743.0615258600515	1.3120376506580835	2.4495895550186946e-47	2.233290797310544e-43
double-strand break repair via homologous recombination	1398	896.7918533930857	1.558890164658111	2.524294012777089e-47	2.3011464220475942e-43
H4 histone acetyltransferase activity	473	211.07629785708517	2.2408958504675747	5.800671583820415e-47	5.287312148652308e-43
BRCA2-MAGE-D1 complex	473	211.07629785708517	2.2408958504675747	5.800671583820415e-47	5.287312148652308e-43
mitotic recombination-dependent replication fork processing	473	211.07629785708517	2.2408958504675747	5.800671583820415e-47	5.287312148652308e-43
glycerophosphodiester phosphodiesterase activity	148	28.06856759913022	5.272802022308619	1.324729888392188e-46	1.2070938743029617e-42
cytidine deaminase activity	104	12.06664028044781	8.618803377151838	1.6868867052936848e-46	1.5369224771930764e-42
cytidine deamination	104	12.06664028044781	8.618803377151838	1.6868867052936848e-46	1.5369224771930764e-42
neuron projection arborization	329	122.69970912333595	2.681342949797004	5.926000920043068e-46	5.397994238067231e-42
blood coagulation	1383	892.6388363748601	1.5493388183921841	1.0514717204057695e-45	9.576804429455748e-42
H3 histone acetyltransferase activity	473	213.97850632566997	2.2105023916752917	1.1682681479973037e-45	1.0639418023811444e-41
establishment of protein localization to telomere	473	214.09459894146903	2.2093037486168097	1.3154616254900355e-45	1.1978593561712264e-41
enzyme activator activity	541	259.8767047734365	2.081756425500508	1.5162472510107034e-45	1.3805431220452455e-41
double-stranded RNA binding	546	263.4606475836136	2.072415766862176	1.7754557260668338e-45	1.6163748930112454e-41
serine-type endopeptidase activity	1224	768.2650718440618	1.5932001139424972	2.0896070584474345e-45	1.9021693053046995e-41
cell surface receptor signaling pathway	2015	1410.006874582024	1.4290710466197674	2.7145759667894942e-45	2.470807044971798e-41
glomerular endothelium fenestra	113	15.662396152720703	7.214732592520389	3.109132317885288e-45	2.8296213225074005e-41
extracellular exosome assembly	113	15.662396152720703	7.214732592520389	3.109132317885288e-45	2.8296213225074005e-41
negative regulation of cellular response to heat	113	15.662396152720703	7.214732592520389	3.109132317885288e-45	2.8296213225074005e-41
metanephric glomerular mesangial cell differentiation	113	15.662396152720703	7.214732592520389	3.109132317885288e-45	2.8296213225074005e-41
mesangial cell-matrix adhesion	113	15.662396152720703	7.214732592520389	3.109132317885288e-45	2.8296213225074005e-41
positive regulation of granulocyte colony-stimulating factor production	113	15.662396152720703	7.214732592520389	3.109132317885288e-45	2.8296213225074005e-41
interleukin-1 beta secretion	226	66.42777002168405	3.4021915823190616	6.865744537139017e-45	6.244394656527936e-41
amyloid-beta clearance	235	71.1772028347927	3.30161892629374	7.08488657475752e-45	6.442995851084489e-41
replication fork protection	574	284.50407184371835	2.0175458167618263	8.603702725891934e-45	7.823346888653536e-41
tissue homeostasis	486	225.43739981887677	2.155809108827848	1.9668768241957095e-44	1.788284408558739e-40
2'-5'-oligoadenylate synthetase activity	220	63.99602824360106	3.4377133399993105	2.6043473936623614e-44	2.3676122155784527e-40
negative regulation of interferon-gamma production	407	174.20275338507736	2.3363580201302643	3.42459591419794e-44	3.1129576860059273e-40
positive regulation of chemokine secretion	313	116.34088374331249	2.690369798897044	4.719990706912628e-44	4.289999553512887e-40
rRNA (adenine-N6	111	15.778820708841291	7.034746261981655	9.711861926713455e-44	8.826140118997189e-40
transcription initiation from mitochondrial promoter	111	15.778820708841291	7.034746261981655	9.711861926713455e-44	8.826140118997189e-40
endosome lumen	358	145.1657050705729	2.4661472200059706	3.1930267523029198e-43	2.901184107142433e-39
negative regulation of mammary gland epithelial cell proliferation	473	220.36408882136953	2.1464477380587224	6.795384087436876e-43	6.173606443436402e-39
response to lipopolysaccharide	1166	737.4376506427901	1.58115062199991	3.876054742169425e-42	3.521008127786706e-38
stimulatory C-type lectin receptor signaling pathway	471	221.18228430035964	2.1294653027472785	5.472279451426062e-42	4.970471425730293e-38
negative regulation of interleukin-2 secretion	114	17.866995575283788	6.380479556266375	5.5320938458043325e-42	5.024247630759495e-38
receptor binding	2231	1617.0233562791448	1.3796955939669588	2.376415809192919e-41	2.1580231963280897e-37
positive regulation of glial cell-derived neurotrophic factor secretion	113	17.98325956439809	6.28362169802125	3.5167780606888713e-41	3.1932344791054952e-37
response to bacterium	243	80.56839579599038	3.016070974223038	4.655686940014354e-41	4.2268981728390324e-37
posttranscriptional regulation of gene expression	326	129.4351758922012	2.5186352763294106	5.016433286256038e-41	4.5539181372632315e-37
transition metal ion binding	402	177.92813679165107	2.2593391199882618	6.836387289736006e-41	6.205388742893373e-37
lipase activity	230	73.85035796787979	3.114406027659817	1.015047697831193e-40	9.212572905515907e-37
lipid metabolic process	3396	2625.467687122021	1.2934838301981235	1.1122141252071945e-40	1.009334318625529e-36
antimicrobial humoral immune response mediated by antimicrobial peptide	91	10.791902195346392	8.432248398177698	2.1379769937394003e-40	1.940000324119132e-36
positive regulation of transcription from RNA polymerase II promoter in response to stress	171	43.95481394016955	3.890358863371869	3.810679393255613e-40	3.457429413500817e-36
nucleobase-containing compound metabolic process	477	229.87500690941508	2.075040720664197	4.148674352894535e-40	3.7636773729459227e-36
lipopolysaccharide binding	368	157.79891586021733	2.33208192840808	5.212702898603169e-40	4.728442799322935e-36
neutrophil degranulation	2482	1841.4649274255821	1.3478399523307258	7.3050364580306464e-40	6.625668067433796e-36
cellular response to interleukin-6	215	67.01688624346856	3.20814666349787	1.0127267075976089e-39	9.184418511202715e-36
attachment of mitotic spindle microtubules to kinetochore	279	103.85336971165276	2.6864799936163757	2.1773948802649292e-39	1.9744616774242377e-35
intestinal epithelial structure maintenance	138	29.464488399383566	4.68360414507951	2.5400764929825193e-39	2.30308735618725e-35
detection of fungus	138	29.464488399383566	4.68360414507951	2.5400764929825193e-39	2.30308735618725e-35
positive regulation of oxidative stress-induced neuron death	138	29.464488399383566	4.68360414507951	2.5400764929825193e-39	2.30308735618725e-35
positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	138	29.464488399383566	4.68360414507951	2.5400764929825193e-39	2.30308735618725e-35
negative regulation of interleukin-23 production	138	29.464488399383566	4.68360414507951	2.5400764929825193e-39	2.30308735618725e-35
positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	138	29.464488399383566	4.68360414507951	2.5400764929825193e-39	2.30308735618725e-35
cytokine production involved in inflammatory response	158	38.6235380954199	4.090769716892822	2.9879835401864415e-39	2.7074118857629347e-35
extracellular region	11824	10282.651393831793	1.1498979735025159	3.0231730878688424e-39	2.7389948176091713e-35
chromosome segregation	887	533.5198959784104	1.6625434340613487	5.0770644039140215e-39	4.5993126435057123e-35
positive regulation of MHC class II biosynthetic process	147	33.754622461834735	4.354959092379367	5.276002690115522e-39	4.7790032367066395e-35
innate immune response in mucosa	116	20.535610227788403	5.648724275211991	5.3090825948052113e-39	4.80843610611508e-35
rRNA modification	113	19.491891158309016	5.797282525448039	8.353174668926043e-39	7.564634980179425e-35
positive regulation of inflammatory response	546	281.69704769887295	1.9382524753459975	1.0727934643370574e-38	9.714144819572054e-35
retinyl-palmitate esterase activity	193	56.705755563570015	3.4035345809586692	1.2502194034007748e-38	1.1319486478390615e-34
B cell proliferation involved in immune response	154	37.581012980402136	4.09781397005739	2.2656541280244395e-38	2.051096682100525e-34
regulation of parathyroid hormone secretion	135	29.001377079404037	4.654951371115174	2.7247847929644976e-38	2.4664751945914635e-34
mu-type opioid receptor binding	135	29.001377079404037	4.654951371115174	2.7247847929644976e-38	2.4664751945914635e-34
post-embryonic body morphogenesis	135	29.001377079404037	4.654951371115174	2.7247847929644976e-38	2.4664751945914635e-34
corticotropin-releasing hormone receptor 1 binding	135	29.001377079404037	4.654951371115174	2.7247847929644976e-38	2.4664751945914635e-34
genetic imprinting	135	29.001377079404037	4.654951371115174	2.7247847929644976e-38	2.4664751945914635e-34
beta-2 adrenergic receptor binding	135	29.001377079404037	4.654951371115174	2.7247847929644976e-38	2.4664751945914635e-34
sensory perception of chemical stimulus	135	29.001377079404037	4.654951371115174	2.7247847929644976e-38	2.4664751945914635e-34
chaperone binding	707	400.5143683344151	1.7652300538932986	3.6855381137189304e-38	3.3335692238587724e-34
negative regulation of catalytic activity	436	206.99116409755763	2.106370104737937	4.2883956406855383e-38	3.878425017436001e-34
positive regulation of NLRP3 inflammasome complex assembly	226	75.36257204050395	2.998836078451984	5.168790386117611e-38	4.674137146166156e-34
hair follicle placode formation	135	29.233470758894487	4.61799425437451	5.177979198180525e-38	4.681928790994831e-34
toll-like receptor signaling pathway	531	273.38307077737267	1.9423294883991393	6.852159459786329e-38	6.19503736759282e-34
lymphocyte chemotaxis	106	17.404515729565137	6.09037342072881	7.118062813665745e-38	6.434728783553833e-34
sulfate binding	123	24.247291594506137	5.072731505726969	8.543792596926094e-38	7.722734128361496e-34
vitamin D metabolic process	558	293.2737092045372	1.902659469590693	1.1740478348535464e-37	1.0611044331406352e-33
phospholipase A2 activity	394	179.91932333415014	2.189870396901474	1.2419532502542735e-37	1.122353152254787e-33
maintenance of gastrointestinal epithelium	168	45.11685981149819	3.7236634087992226	1.2822181150626817e-37	1.1586122887706391e-33
cilium movement involved in cell motility	433	206.41811828916832	2.0976840772931387	1.685743347367726e-37	1.5230691143467405e-33
pericentric heterochromatin	271	102.35468208943185	2.6476561156549265	1.9904676476659897e-37	1.798188472901455e-33
Fc receptor signaling pathway	173	47.89912477320327	3.6117570168376707	2.3126830944075683e-37	2.0890466391783565e-33
helicase activity	1480	1015.5821816355182	1.457292208117094	2.5911212757772535e-37	2.3403007362820153e-33
phosphatidylcholine acyl-chain remodeling	394	180.7320845798205	2.180022439933677	2.807155932924678e-37	2.5351425230242766e-33
positive regulation of protein localization to early endosome	207	65.97896955337883	3.1373633356388084	3.352642637091355e-37	3.0274363012934935e-33
positive regulation of natural killer cell mediated cytotoxicity	225	76.05980013806997	2.958198675141949	3.948737999835042e-37	3.565315540051059e-33
rRNA methyltransferase activity	138	31.43727669513752	4.389693208424278	5.215685309211245e-37	4.708720697155912e-33
ATP-dependent DNA helicase activity	460	227.01903671285066	2.026261791348537	1.1184320968869396e-36	1.0096086538598404e-32
ventricular compact myocardium morphogenesis	341	147.5176129276156	2.3115883807537134	1.3607497928760263e-36	1.2282127630499014e-32
hemolysis by symbiont of host erythrocytes	150	37.46679609344179	4.00354488881039	1.565079304541128e-36	1.412484072348368e-32
positive regulation of myeloid dendritic cell activation	93	13.577039044311286	6.849799849324772	2.765787597049363e-36	2.495846727577345e-32
angiotensin maturation	207	67.25553210630244	3.0778137279892586	2.979317817387416e-36	2.6882384666286655e-32
negative regulation of tumor necrosis factor production	490	249.93097396319178	1.960541313587503	5.957791588352127e-36	5.375119571011289e-32
positive regulation of hydrolase activity	220	75.01991803614955	2.932554523639835	6.74735841380255e-36	6.08679202509128e-32
positive regulation of NF-kappaB import into nucleus	311	129.92322447032444	2.393721378667253	8.004122210666886e-36	7.219718234021531e-32
protein localization to nucleolus	353	157.13123417560195	2.24652979945098	9.686113320745458e-36	8.735905603980329e-32
